0,1,2,3,4,5,6
1574837476206.0,0.3007,-0.0551,0.988,-38.9024,-4.6951,22.9878
1574837476214.0,0.3047,-0.0493,0.9786,-37.561,-4.4512,20.8537
1574837476236.0,0.2987,-0.0613,0.9769,-36.7683,-4.5732,18.1098
1574837476237.0,0.2831,-0.0757,0.9791,-36.1585,-4.6341,15.122
1574837476244.0,0.2803,-0.0791,0.982,-34.0244,-4.4512,12.378
1574837476259.0,0.2996,-0.0984,0.9805,-33.3537,-4.939,8.0488
1574837476266.0,0.3029,-0.1043,0.9892,-32.0732,-4.8171,3.5976
1574837476274.0,0.306,-0.0948,0.9883,-28.9634,-3.5976,0.4268
1574837476289.0,0.3049,-0.0956,0.9804,-25.7317,-2.9268,-2.378
1574837476296.0,0.2967,-0.0951,0.9794,-22.6829,-2.622,-4.3293
1574837476304.0,0.2844,-0.09,0.9796,-19.3902,-2.6829,-5.9146
1574837476319.0,0.2703,-0.0818,0.977,-16.4634,-3.4146,-7.7439
1574837476326.0,0.2645,-0.0721,0.9828,-13.9024,-5.1829,-9.1463
1574837476334.0,0.2694,-0.052,0.9858,-12.8659,-8.1098,-10.4268
1574837476349.0,0.2871,-0.0822,0.9792,-15.2439,-11.4024,-11.4024
1574837476357.0,0.3145,-0.1058,0.9825,-17.8659,-13.1707,-11.2195
1574837476364.0,0.3248,-0.0919,0.9825,-15.2439,-13.5976,-10.0
1574837476372.0,0.3212,-0.075,0.9797,-12.6829,-12.9878,-9.8171
1574837476386.0,0.3143,-0.1006,0.9735,-12.622,-12.0732,-9.6341
1574837476394.0,0.3076,-0.1124,0.9762,-12.8049,-10.9756,-9.1463
1574837476402.0,0.3082,-0.105,0.9777,-9.8171,-10.4878,-8.6585
1574837476417.0,0.3196,-0.0976,0.9713,-5.9756,-10.6098,-8.4756
1574837476424.0,0.3148,-0.0937,0.9719,-3.0488,-11.0976,-8.0488
1574837476432.0,0.3126,-0.0825,0.975,-1.4024,-11.7073,-7.8659
1574837476447.0,0.3152,-0.0858,0.9761,-1.0976,-13.0488,-7.561
1574837476454.0,0.3215,-0.0917,0.9689,-2.1341,-14.5122,-7.1951
1574837476469.0,0.3259,-0.0798,0.9665,-1.1585,-15.6098,-6.3415
1574837476477.0,0.3453,-0.0809,0.9628,-0.3659,-16.4024,-5.8537
1574837476484.0,0.3573,-0.0749,0.9607,-0.3049,-16.4634,-5.5488
1574837476492.0,0.3577,-0.0634,0.9611,0.122,-15.7927,-4.7561
1574837476507.0,0.3569,-0.0634,0.9619,-0.6098,-14.3293,-3.4756
1574837476514.0,0.3575,-0.0626,0.9653,-1.7073,-12.8659,-1.8293
1574837476522.0,0.3503,-0.0629,0.9659,-3.0488,-11.5854,-0.1829
1574837476529.0,0.3514,-0.0635,0.9639,-4.4512,-10.6098,1.8293
1574837476544.0,0.3571,-0.0517,0.9639,-5.0,-10.3049,4.2683
1574837476552.0,0.36,-0.0505,0.9573,-6.7073,-10.4878,6.7073
1574837476559.0,0.3619,-0.0496,0.9589,-10.0,-10.6707,8.7805
1574837476574.0,0.3634,-0.0626,0.9579,-13.4756,-10.7927,11.0976
1574837476582.0,0.3692,-0.0814,0.9589,-17.9268,-10.7927,12.439
1574837476589.0,0.361,-0.0824,0.9572,-19.939,-10.6098,13.9024
1574837476604.0,0.3602,-0.1002,0.9503,-21.8293,-10.6707,14.878
1574837476612.0,0.3587,-0.1082,0.9542,-23.4756,-11.1585,15.061
1574837476619.0,0.3568,-0.1066,0.9544,-23.9024,-11.9512,15.061
1574837476634.0,0.3558,-0.1071,0.9513,-24.6951,-13.4146,14.7561
1574837476642.0,0.3599,-0.1262,0.9465,-26.5244,-15.3659,13.9634
1574837476649.0,0.368,-0.1324,0.9529,-28.2927,-17.2561,13.7805
1574837476664.0,0.3781,-0.145,0.9458,-29.0854,-18.4146,13.4146
1574837476672.0,0.3817,-0.1633,0.948,-30.4878,-18.5366,12.2561
1574837476679.0,0.3787,-0.1724,0.9501,-29.6341,-18.5976,10.9756
1574837476694.0,0.3776,-0.1769,0.9523,-28.2317,-18.5976,10.0
1574837476702.0,0.3804,-0.1863,0.9437,-27.439,-18.7195,8.9634
1574837476717.0,0.3811,-0.1886,0.9391,-25.6098,-18.7805,8.1707
1574837476717.0,0.3865,-0.2083,0.937,-24.6341,-19.5122,7.2561
1574837476732.0,0.393,-0.2207,0.9421,-23.5976,-19.6341,5.1829
1574837476739.0,0.4026,-0.2316,0.9398,-21.2195,-19.1463,3.1707
1574837476747.0,0.4073,-0.2333,0.9412,-18.0488,-18.9024,1.4634
1574837476762.0,0.4127,-0.2318,0.9341,-13.4146,-18.6585,-0.1829
1574837476769.0,0.4114,-0.2237,0.9381,-8.7805,-18.2927,-1.8293
1574837476777.0,0.4248,-0.2114,0.941,-3.6585,-17.439,-2.439
1574837476792.0,0.439,-0.2047,0.9412,0.6707,-15.6707,-2.439
1574837476799.0,0.4474,-0.2101,0.9465,4.3293,-13.4756,-1.5244
1574837476807.0,0.4618,-0.2028,0.9427,8.7195,-10.4268,0.0
1574837476822.0,0.4678,-0.1633,0.9315,14.1463,-6.4634,2.561
1574837476829.0,0.4501,-0.1451,0.9332,16.7073,-2.6829,4.7561
1574837476844.0,0.435,-0.1639,0.9443,14.0244,-2.378,5.9146
1574837476852.0,0.4235,-0.1732,0.9475,10.6098,-5.9146,6.9512
1574837476859.0,0.4115,-0.16,0.9365,9.3902,-11.0976,8.7195
1574837476867.0,0.4518,-0.1627,0.9481,8.2927,-19.1463,12.1951
1574837476874.0,0.5184,-0.1619,0.9527,5.6707,-27.9268,15.7927
1574837476897.0,0.4531,-0.1999,0.855,2.8659,-34.6341,19.7561
1574837476897.0,0.1794,-0.3557,0.6555,-1.4634,-40.4878,25.5488
1574837476912.0,0.9288,-0.1367,0.9081,3.3537,-91.2195,49.0854
1574837476919.0,1.0899,-0.1498,0.9736,9.4512,-160.061,62.9878
1574837476927.0,0.9348,-0.1205,0.9816,-2.9268,-147.439,43.0488
1574837476934.0,0.8408,-0.2444,0.9564,-10.7317,-122.3171,46.0976
1574837476957.0,0.8785,-0.2853,0.9328,-13.5366,-112.8659,47.0122
1574837476957.0,0.8727,-0.31,0.9126,-12.3171,-108.9634,47.622
1574837476972.0,0.8282,-0.3272,0.8981,-12.0122,-100.6098,52.439
1574837476979.0,0.7971,-0.358,0.8929,-13.5976,-95.061,60.3659
1574837476987.0,0.807,-0.3873,0.8883,-14.3293,-95.122,66.1585
1574837476994.0,0.8271,-0.4037,0.8628,-12.5,-97.2561,72.8049
1574837477009.0,0.8219,-0.403,0.8276,-8.9634,-94.0244,78.6585
1574837477017.0,0.759,-0.3984,0.7733,-5.3049,-84.5122,83.5976
1574837477024.0,0.723,-0.4305,0.7372,-4.5122,-74.4512,88.0488
1574837477039.0,0.7159,-0.4267,0.7277,-0.4878,-66.1585,90.9146
1574837477047.0,0.6771,-0.4112,0.7177,6.0366,-59.0854,93.3537
1574837477054.0,0.609,-0.4167,0.6957,11.4634,-51.6463,94.6341
1574837477069.0,0.5414,-0.4219,0.6662,15.061,-45.7317,95.9756
1574837477077.0,0.5055,-0.426,0.6493,19.2073,-42.6829,96.4634
1574837477084.0,0.493,-0.3985,0.662,25.8537,-41.1585,94.6951
1574837477092.0,0.4746,-0.347,0.6724,35.3659,-38.5366,90.8537
1574837477107.0,0.4639,-0.3644,0.6609,39.3902,-34.4512,86.3415
1574837477114.0,0.4651,-0.3679,0.637,41.1585,-27.439,81.9512
1574837477122.0,0.4199,-0.3452,0.6128,46.5244,-16.7683,75.9756
1574837477137.0,0.3643,-0.3124,0.6108,50.3049,-6.2195,68.2317
1574837477144.0,0.347,-0.3089,0.6306,53.4756,-0.9756,62.561
1574837477152.0,0.3367,-0.3201,0.673,59.0244,0.8537,54.7561
1574837477167.0,0.3466,-0.302,0.7018,66.0976,3.1098,47.0732
1574837477174.0,0.3685,-0.2431,0.7426,74.2683,8.5366,38.9024
1574837477182.0,0.4031,-0.1777,0.803,81.0366,16.5244,26.6463
1574837477197.0,0.3666,-0.0961,0.8413,86.5854,26.7683,12.622
1574837477204.0,0.3199,-0.046,0.8157,85.122,36.8293,0.6098
1574837477212.0,0.345,-0.0336,0.8044,76.2805,41.6463,-8.2317
1574837477219.0,0.3403,-0.0049,0.8,71.8293,41.7073,-15.061
1574837477234.0,0.2699,0.0058,0.7904,67.561,46.3415,-21.4634
1574837477242.0,0.2096,0.017,0.7955,58.8415,52.7439,-25.9146
1574837477249.0,0.2111,0.0377,0.8416,49.4512,49.8171,-28.9024
1574837477264.0,0.2439,0.0391,0.9465,40.6098,35.061,-31.7073
1574837477272.0,0.3442,0.0699,1.0613,33.5976,14.6951,-35.4268
1574837477280.0,0.4241,0.0939,1.0967,31.7683,-1.5854,-40.5488
1574837477295.0,0.431,0.0692,1.0854,30.061,-8.9024,-47.439
1574837477302.0,0.5236,0.0534,1.08,28.5366,-13.9634,-52.0732
1574837477310.0,0.5901,0.0566,1.0585,32.439,-17.622,-56.8293
1574837477325.0,0.5829,0.0643,0.989,35.2439,-13.8415,-62.622
1574837477332.0,0.5878,0.0354,0.916,32.9878,-1.2805,-66.8293
1574837477340.0,0.7056,0.0086,0.8646,28.3537,18.6585,-66.4634
1574837477355.0,0.782,0.0289,0.8174,32.378,50.7927,-60.4268
1574837477362.0,0.5996,0.0597,0.7815,31.1585,85.7927,-55.3659
1574837477369.0,0.6553,0.1013,0.9203,21.0366,92.439,-39.878
1574837477385.0,0.9504,0.12,1.1026,16.2195,64.3902,-18.5976
1574837477392.0,0.8098,0.104,1.0754,20.0,33.5366,-8.0488
1574837477400.0,0.635,-0.0305,0.9335,16.2805,29.0244,-4.6341
1574837477407.0,0.7254,-0.0863,0.8777,10.6707,21.7073,1.3415
1574837477422.0,0.7078,-0.0613,0.8453,2.9268,7.2561,16.3415
1574837477430.0,0.6296,-0.1047,0.7578,-10.4878,5.122,25.7927
1574837477437.0,0.6554,-0.1566,0.7169,-20.3659,2.8659,30.2439
1574837477452.0,0.6498,-0.1801,0.7672,-19.6951,-17.7439,30.1829
1574837477460.0,0.6614,-0.1506,0.884,-14.7561,-38.6585,14.8171
1574837477467.0,0.6464,-0.0657,0.8793,-22.0732,-44.4512,1.8293
1574837477482.0,0.4613,-0.0486,0.7291,-38.2927,-21.8902,-9.2073
1574837477490.0,0.3148,0.0092,0.6884,-55.3049,22.561,-18.0488
1574837477497.0,0.2634,0.1261,0.5827,-72.0732,38.4756,-15.6707
1574837477512.0,0.1276,0.1388,0.5499,-75.3659,9.1463,-13.5976
1574837477520.0,0.1151,-0.0252,0.7596,-74.6341,-50.4878,-19.1463
1574837477527.0,0.3098,0.0095,1.0205,-94.5732,-115.6707,-35.061
1574837477542.0,0.5212,0.0536,1.123,-120.7927,-161.6463,-34.2073
1574837477550.0,0.5959,0.0057,1.0407,-133.9024,-187.0732,-32.7439
1574837477557.0,0.7623,-0.0797,0.95,-141.4634,-190.9146,-44.5732
1574837477572.0,0.806,-0.1274,0.9114,-147.7439,-183.2927,-59.4512
1574837477580.0,0.6732,-0.1558,0.8365,-149.6951,-166.1585,-74.2073
1574837477587.0,0.5668,-0.2263,0.7333,-152.3171,-140.9756,-84.6951
1574837477595.0,0.6755,-0.2959,0.6693,-154.8171,-122.6829,-85.3659
1574837477610.0,0.7639,-0.3262,0.6345,-149.3293,-117.7439,-85.7927
1574837477617.0,0.7328,-0.3619,0.6117,-139.8171,-114.1463,-92.6829
1574837477625.0,0.8444,-0.3814,0.5626,-124.6341,-106.3415,-97.0732
1574837477640.0,1.1312,-0.3412,0.4746,-97.561,-90.9756,-101.6463
1574837477647.0,1.3076,-0.3154,0.4055,-54.2073,-47.0732,-108.1098
1574837477655.0,1.398,-0.3694,0.3206,-12.622,23.1098,-111.7073
1574837477670.0,1.3448,-0.3138,0.2444,10.9146,102.561,-110.0
1574837477677.0,1.1188,-0.3206,0.1425,24.0244,170.061,-103.8415
1574837477692.0,0.7098,-0.3573,0.0402,37.439,217.439,-94.5122
1574837477700.0,0.4509,-0.3586,0.1022,46.4634,224.939,-81.1585
1574837477707.0,0.415,-0.2391,0.4835,56.6463,192.7439,-60.6707
1574837477715.0,1.0052,-0.3098,0.832,64.6951,130.4268,-20.9146
1574837477730.0,1.1028,-0.1108,1.0427,68.5366,82.8049,-2.6829
1574837477737.0,1.1111,-0.1464,1.1974,81.2195,96.3415,14.2073
1574837477745.0,1.4026,-0.11,1.1336,73.2317,114.8171,35.6707
1574837477752.0,1.6703,-0.0811,0.8899,53.7805,131.0976,26.8293
1574837477767.0,1.3956,-0.2264,0.906,24.7561,183.1707,25.4878
1574837477775.0,0.7993,-0.222,0.884,13.6585,255.5488,15.5488
1574837477782.0,0.3477,-0.3626,0.7676,6.1585,306.0976,6.8902
1574837477797.0,-0.0072,-0.3335,0.6285,21.0976,318.1098,1.8902
1574837477805.0,-0.2284,-0.3964,0.8063,63.1707,301.7683,9.4512
1574837477812.0,-0.0923,-0.162,0.9211,82.7439,246.5244,17.0732
1574837477827.0,0.2766,0.1385,1.0716,69.5732,161.0976,11.4024
1574837477835.0,0.3738,0.0928,1.2026,27.1341,121.4024,20.122
1574837477850.0,0.2116,-0.1923,1.1584,-29.7561,132.8049,25.4878
1574837477857.0,0.2635,-0.3228,1.1179,-52.9268,134.8781,39.6951
1574837477865.0,0.5161,-0.2125,1.1042,-36.0366,100.061,49.2683
1574837477872.0,0.3599,-0.1599,1.0023,-20.3659,77.8049,51.3415
1574837477887.0,0.16,-0.2295,0.8942,-22.9878,87.1951,55.5488
1574837477895.0,0.1928,-0.2412,0.882,-16.2195,80.3049,57.6829
1574837477902.0,0.2164,-0.1951,0.884,3.0488,56.3415,62.622
1574837477917.0,0.1091,-0.1873,0.8776,13.7805,39.8171,69.2073
1574837477925.0,0.011,-0.1768,0.8341,14.3293,27.8049,71.7073
1574837477932.0,-0.0469,-0.1857,0.8195,13.5976,3.6585,72.3171
1574837477940.0,-0.0857,-0.1987,0.8504,18.7805,-35.4268,71.1585
1574837477955.0,-0.1199,-0.2023,0.8707,28.9024,-85.4878,67.9878
1574837477962.0,-0.0916,-0.1915,0.8871,38.5366,-138.7805,61.5244
1574837477970.0,0.069,-0.1654,0.8468,49.2073,-181.5854,55.3049
1574837477985.0,0.2444,-0.1252,0.7645,62.5,-198.6585,47.7439
1574837477992.0,0.417,-0.1097,0.7167,65.3049,-183.7195,36.8293
1574837478000.0,0.4672,-0.0865,0.7162,55.9756,-145.3049,27.0122
1574837478015.0,0.3767,-0.0764,0.7391,45.3659,-97.9268,18.4756
1574837478022.0,0.3345,-0.0559,0.7921,38.1707,-57.8049,15.061
1574837478030.0,0.3712,0.0012,0.8354,38.4146,-35.4878,16.3415
1574837478045.0,0.3009,0.047,0.8717,31.5244,-21.8293,18.2927
1574837478052.0,0.2868,0.0533,0.9399,22.3171,-31.8293,15.6707
1574837478060.0,0.2934,0.0264,0.9946,26.8293,-69.7561,7.622
1574837478075.0,0.4221,0.0782,1.0594,27.7439,-121.7073,2.9268
1574837478082.0,0.7801,0.116,1.1683,27.622,-166.7073,-5.4878
1574837478090.0,0.8332,0.1157,1.2122,26.7073,-169.7561,-12.9878
1574837478097.0,0.7896,0.0445,1.1427,15.3659,-131.5244,-12.2561
1574837478112.0,0.7237,-0.0636,1.0165,6.1585,-75.3659,-13.3537
1574837478120.0,0.7015,-0.0356,0.9204,3.1098,-24.3902,-10.7927
1574837478127.0,0.6848,-0.038,0.8702,1.7683,7.9878,-10.9146
1574837478142.0,0.5636,-0.0556,0.8306,1.0976,29.3902,-15.9756
1574837478150.0,0.4481,-0.0748,0.8088,-0.9146,43.2317,-19.5732
1574837478157.0,0.3421,-0.0993,0.79,0.3659,43.9634,-22.0732
1574837478172.0,0.3351,-0.1139,0.7958,3.0488,34.6951,-23.1707
1574837478180.0,0.3998,-0.073,0.8492,7.3171,20.5488,-24.5732
1574837478187.0,0.3461,-0.0352,0.9201,8.2927,15.8537,-28.7195
1574837478202.0,0.3407,-0.0491,0.9941,2.0122,17.3171,-25.4878
1574837478210.0,0.4191,-0.071,1.0377,-1.6463,10.3049,-19.0854
1574837478217.0,0.4535,-0.0355,1.0793,1.2805,-0.4268,-14.0854
1574837478232.0,0.4932,-0.0492,1.0821,2.1951,-2.5,-14.878
1574837478240.0,0.5334,-0.0508,1.0448,3.1098,4.939,-14.878
1574837478247.0,0.4771,-0.0123,0.999,5.8537,19.878,-15.7317
1574837478262.0,0.4904,-0.0366,1.0106,2.3171,30.3049,-15.4268
1574837478270.0,0.3809,-0.027,0.9994,-3.3537,27.8659,-16.6463
1574837478277.0,0.1824,-0.0016,1.0176,-4.4512,21.9512,-20.6707
1574837478285.0,0.3616,-0.0925,1.0708,-5.3659,0.3049,-11.1585
1574837478300.0,0.707,-0.0073,1.11,-1.4024,-45.3049,-10.3659
1574837478315.0,0.6886,0.0333,1.101,2.561,-57.622,-17.2561
1574837478316.0,0.6457,0.0046,1.0667,-1.0366,-30.3659,-23.3537
1574837478330.0,0.6398,0.0076,1.0535,-0.6707,-4.7561,-27.6829
1574837478337.0,0.5029,0.0252,1.0106,-3.1098,18.5976,-31.2195
1574837478345.0,0.3789,0.0059,0.9631,-11.0976,35.7927,-33.7805
1574837478360.0,0.2999,-0.0049,0.8905,-15.7317,34.3293,-34.878
1574837478368.0,0.2462,-0.0063,0.8084,-15.9756,15.9146,-33.5976
1574837478375.0,0.2249,-0.0245,0.7542,-17.8049,-11.0976,-31.0366
1574837478390.0,0.2189,-0.0332,0.7671,-22.1951,-43.6585,-27.9268
1574837478397.0,0.2522,-0.0532,0.7777,-23.9634,-77.9878,-23.1707
1574837478405.0,0.3322,-0.0564,0.8238,-23.2317,-111.4024,-20.7317
1574837478420.0,0.4333,-0.0557,0.8181,-23.2927,-141.1585,-17.9878
1574837478428.0,0.5409,-0.0563,0.7764,-21.8293,-165.1219,-17.8659
1574837478435.0,0.6539,-0.0469,0.7174,-19.5122,-179.2683,-19.5732
1574837478443.0,0.741,-0.0952,0.6232,-22.1951,-180.9756,-19.5732
1574837478458.0,0.7977,-0.1359,0.56,-32.0732,-174.6342,-17.5
1574837478465.0,0.6816,-0.0952,0.5091,-43.8415,-165.1219,-15.8537
1574837478473.0,0.5664,-0.0871,0.389,-59.1463,-162.439,-13.3537
1574837478488.0,0.4938,-0.159,0.3736,-75.4878,-172.3781,-12.8049
1574837478495.0,0.4672,-0.2042,0.4295,-90.9756,-195.7317,-15.8537
1574837478503.0,0.5595,-0.2893,0.4932,-100.6098,-226.8902,-22.561
1574837478518.0,0.7266,-0.3085,0.5825,-110.061,-259.3293,-26.8293
1574837478525.0,0.9887,-0.2873,0.63,-118.7195,-281.0976,-30.4878
1574837478533.0,1.2717,-0.2635,0.5865,-124.2073,-285.3049,-38.9634
1574837478548.0,1.4839,-0.2109,0.5357,-117.9268,-266.8293,-52.3171
1574837478555.0,1.4802,-0.1671,0.4664,-108.5976,-220.6707,-65.8537
1574837478563.0,1.2133,-0.1605,0.3582,-113.4756,-152.439,-73.2317
1574837478578.0,0.9886,-0.1783,0.3008,-127.439,-87.3171,-70.1829
1574837478593.0,0.8484,-0.2085,0.2766,-137.2561,-42.2561,-55.122
1574837478600.0,0.7539,-0.2298,0.3031,-133.5976,-22.1951,-37.1341
1574837478608.0,0.7571,-0.2078,0.3802,-118.2317,-28.3537,-22.9878
1574837478615.0,0.8981,-0.1447,0.419,-97.9268,-54.8781,-16.7073
1574837478622.0,1.1396,-0.0984,0.4266,-80.4268,-87.3781,-19.6341
1574837478630.0,1.3542,-0.0625,0.4348,-70.122,-100.4878,-24.0244
1574837478645.0,1.3828,-0.0812,0.4286,-63.6585,-74.3902,-30.061
1574837478653.0,1.2099,-0.0811,0.3668,-56.7073,-11.6463,-41.4634
1574837478660.0,0.9832,-0.061,0.2928,-47.0732,57.0732,-48.7195
1574837478675.0,0.8472,-0.0364,0.2869,-33.4756,98.9024,-47.3171
1574837478683.0,0.8601,0.0345,0.3401,-18.1707,103.9634,-39.6341
1574837478690.0,0.8906,0.0688,0.3818,-5.061,91.1585,-31.0366
1574837478705.0,0.787,0.05,0.3561,2.1951,79.5732,-25.1829
1574837478713.0,0.7372,0.0391,0.3271,4.939,67.1951,-20.7317
1574837478720.0,0.7716,0.0704,0.3236,7.7439,45.1829,-18.3537
1574837478735.0,0.9407,0.1212,0.3603,10.4268,27.1951,-17.0732
1574837478743.0,1.0138,0.1101,0.4036,4.3293,19.3293,-15.8537
1574837478750.0,0.9087,0.0993,0.4332,-0.4878,25.2439,-20.8537
1574837478765.0,0.8748,0.1174,0.4742,-0.6098,37.9878,-24.3902
1574837478773.0,0.8071,0.114,0.5253,1.7683,54.5122,-24.5732
1574837478780.0,0.7292,0.1063,0.5269,0.9146,73.6585,-22.378
1574837478788.0,0.7449,0.187,0.5326,-2.3171,86.4634,-18.7195
1574837478803.0,0.8439,0.2075,0.5753,-8.0488,85.7317,-13.1707
1574837478810.0,0.7879,0.2003,0.6182,-17.622,78.0488,-9.4512
1574837478818.0,0.8783,0.2268,0.6827,-25.4878,64.4512,-6.1585
1574837478833.0,0.9398,0.1964,0.714,-30.8537,44.0244,-2.5
1574837478840.0,0.851,0.1997,0.7017,-29.939,33.7805,-2.622
1574837478848.0,0.7777,0.2244,0.6785,-27.2561,26.8293,-3.4146
1574837478863.0,0.9209,0.2197,0.6207,-25.9146,3.7805,-2.3171
1574837478870.0,0.9592,0.1998,0.6324,-15.5488,-26.5854,-0.122
1574837478878.0,0.9884,0.1905,0.7182,-3.8415,-29.5122,3.7195
1574837478893.0,0.8527,0.1133,0.7712,-0.3659,-19.7561,9.4512
1574837478900.0,0.8926,0.1157,0.8153,9.0854,-4.6951,16.4634
1574837478908.0,0.9699,0.1522,0.805,23.8415,-0.122,33.7805
1574837478923.0,1.0588,0.1682,0.7509,35.9756,-0.3659,45.4878
1574837478930.0,1.2089,0.2604,0.699,34.3293,-4.2683,51.3415
1574837478938.0,1.3217,0.2661,0.6463,22.439,-17.5,56.5244
1574837478953.0,1.3042,0.3024,0.5717,10.1829,-36.3415,59.4512
1574837478960.0,1.2534,0.2649,0.4811,-4.2683,-50.9146,66.8293
1574837478968.0,1.1927,0.1987,0.4656,-21.0976,-58.2317,72.622
1574837478975.0,1.1916,0.1284,0.5101,-33.9634,-68.7805,82.0732
1574837478998.0,1.1903,0.0851,0.4983,-35.9146,-84.6951,91.5244
1574837478999.0,1.2512,0.1434,0.4476,-24.8171,-97.8049,103.8415
1574837479005.0,1.3083,0.2542,0.2525,-4.0244,-103.0488,115.6707
1574837479020.0,1.1816,0.1628,0.078,7.561,-75.9756,117.9878
1574837479028.0,1.0292,0.1169,-0.0157,6.0366,-22.0122,122.0732
1574837479035.0,1.0758,0.0283,0.074,8.9024,25.0,132.6219
1574837479050.0,1.0332,-0.0883,0.2108,15.6707,64.3293,139.5122
1574837479058.0,0.8206,-0.1335,0.2766,19.3902,101.0366,141.6463
1574837479065.0,0.5337,-0.1684,0.3109,26.0366,116.3415,134.8781
1574837479088.0,0.3968,-0.2698,0.3804,31.0976,90.9756,127.2561
1574837479088.0,0.4615,-0.3201,0.4266,37.1951,34.878,122.6829
1574837479095.0,0.4984,-0.2091,0.4432,52.3171,-32.8659,124.2073
1574837479110.0,0.4461,-0.1765,0.4243,75.6707,-93.9634,114.939
1574837479118.0,0.4442,-0.3193,0.3444,86.8293,-128.3537,97.8659
1574837479125.0,0.4734,-0.5018,0.3533,83.7805,-129.6342,84.6951
1574837479133.0,0.5426,-0.5377,0.4832,84.6951,-109.0244,76.4634
1574837479148.0,0.594,-0.5329,0.5247,91.0366,-73.9634,69.939
1574837479155.0,0.5333,-0.5494,0.4528,87.5,-34.7561,60.6707
1574837479163.0,0.4586,-0.6089,0.4542,75.5488,-12.5,51.7073
1574837479178.0,0.4414,-0.6371,0.5391,75.2439,-17.6829,37.3171
1574837479185.0,0.479,-0.6115,0.6838,80.9146,-38.1098,17.6829
